iter	RMSE
707	6246.913739
708	6244.215645
709	6241.547115
710	6240.785861
711	6239.708528
712	6238.856964
713	6236.825877
714	6233.041041
715	6232.470359
716	6227.932206
717	6224.221444
718	6221.736092
719	6220.558266
720	6215.601906
721	6212.682566
722	6209.390226
723	6208.436612
724	6205.967443
725	6204.03265
726	6202.443058
727	6201.021147
728	6197.201738
729	6196.426886
730	6191.572062
731	6190.481485
732	6189.043052
733	6187.985381
734	6186.738094
735	6185.61358
736	6184.21491
737	6183.683472
738	6182.320783
739	6179.952558
740	6178.232902
741	6175.208099
742	6173.187334
743	6167.992698
744	6167.506651
745	6164.809779
746	6163.789287
747	6161.303334
748	6160.662088
749	6159.683847
750	6157.896446
751	6156.531263
752	6155.422518
753	6153.433049
754	6151.826672
755	6150.976431
756	6148.060915
757	6146.63858
758	6145.739959
759	6142.677974
760	6141.390165
761	6140.148757
762	6138.695106
763	6137.333627
764	6135.921174
765	6134.369091
766	6133.763856
767	6133.175708
768	6131.945404
769	6130.576735
770	6128.970179
771	6127.562878
772	6125.568759
773	6121.591095
774	6118.547053
775	6116.567901
776	6115.463659
777	6113.956541
778	6112.101556
779	6109.188389
780	6107.550413
781	6106.337466
782	6104.957235
783	6103.436802
784	6102.305818
785	6100.339864
786	6098.914287
787	6097.106178
788	6096.3758
789	6093.275919
790	6090.89327
791	6089.418601
792	6086.768981
793	6084.397698
794	6083.172775
795	6081.668735
796	6080.595733
797	6079.534841
798	6077.553286
799	6076.653692
800	6075.61947
801	6074.270501
802	6073.350469
803	6070.387095
804	6068.878256
805	6067.200418
806	6065.921384
807	6064.577053
808	6063.358962
809	6061.844802
810	6059.95321
811	6058.999819
812	6057.16282
813	6056.188968
814	6054.86223
815	6054.085002
816	6053.22669
817	6051.923066
818	6050.727812
819	6048.475864
820	6047.355958
821	6045.718565
822	6043.808822
823	6042.467958
824	6041.475129
825	6039.718216
826	6037.596746
827	6036.676929
828	6034.924908
829	6032.852577
830	6031.365463
831	6030.314076
832	6029.187136
833	6027.693927
834	6026.403721
835	6023.690217
836	6022.570153
837	6021.571044
838	6020.422415
839	6019.017164
840	6016.670668
841	6014.44863
842	6013.080443
843	6012.190921
844	6010.58756
845	6009.488701
846	6008.575115
847	6007.385991
848	6006.070392
849	6004.667057
850	6002.494683
851	6001.324449
852	5999.882622
853	5997.987325
854	5997.216015
855	5995.53022
856	5994.284755
857	5991.78816
858	5990.830879
859	5989.969312
860	5989.234784
861	5988.152471
862	5985.782536
863	5984.83078
864	5983.865519
865	5982.818235
866	5981.839472
867	5980.869231
868	5979.248388
869	5978.436236
870	5976.987573
871	5975.075741
872	5974.109047
873	5972.791385
874	5971.54312
875	5970.75817
876	5969.698194
877	5968.892039
878	5968.111481
879	5967.558701
880	5964.45997
881	5963.393316
882	5962.688048
883	5961.78082
884	5961.148837
885	5960.252266
886	5959.260843
887	5957.150678
888	5956.077332
889	5954.310633
890	5953.387445
891	5951.013473
892	5949.578673
893	5947.639604
894	5940.999745
895	5940.111603
896	5939.209889
897	5936.192479
898	5932.894174
899	5931.83383
900	5929.917402
901	5929.131473
902	5928.265277
903	5927.357859
904	5926.448212
905	5924.481194
906	5923.625816
907	5922.452464
908	5921.852879
909	5921.19591
910	5919.214164
911	5917.133565
912	5913.519397
913	5912.020983
914	5909.658451
915	5907.914088
916	5905.523982
917	5903.43893
918	5902.034556
919	5901.324746
920	5898.898018
921	5897.59142
922	5896.807306
923	5895.516427
924	5893.43053
925	5892.05005
926	5891.178124
927	5890.121165
928	5889.207978
929	5888.184969
930	5887.63764
931	5885.875095
932	5884.110514
933	5883.311457
934	5882.128888
935	5881.749199
936	5880.661118
937	5879.414226
938	5878.121957
939	5875.758159
940	5874.772513
941	5872.987591
942	5872.18594
943	5871.616176
944	5870.650391
945	5870.093232
946	5868.861363
947	5868.427518
948	5867.065784
949	5866.057138
950	5863.995493
951	5863.231222
952	5862.444026
953	5860.955873
954	5857.005276
955	5855.544072
956	5852.118292
957	5850.631287
958	5849.906321
959	5844.335903
960	5842.600746
961	5841.695367
962	5841.163985
963	5840.139709
964	5839.125817
965	5837.948344
966	5836.82305
967	5835.775158
968	5835.067402
969	5833.532453
970	5832.454171
971	5829.646454
972	5827.258741
973	5826.465685
974	5825.470695
975	5824.263558
976	5823.683458
977	5820.781944
978	5819.156175
979	5818.45998
980	5817.746587
981	5816.371413
982	5815.720883
983	5814.583713
984	5813.691055
985	5811.713754
986	5810.306863
987	5809.51008
988	5807.842144
989	5806.000843
990	5805.449995
991	5804.390271
992	5803.945305
993	5803.122609
994	5802.31914
995	5800.774562
996	5799.404154
997	5797.660186
998	5796.788108
999	5796.297116
